UserIdentifier,UserBrowser,D01,D02,D03,D04,D05,D06,D07
c87032106f5cced05a9017bb66dc2f6f,Chrome 78.0.3904.108 (Mobile),M,1983.0,4.0,2.0,3.0,6.0,5.0
9fdc066e2bfdb81fb895442b8083467e,Edge 18.18362 (Desktop),K,1978.0,2.0,2.0,1.0,7.0,4.0
7514ccd968f6da4dd9fa1de66ec8d571,Firefox 71.0 (Desktop),K,1971.0,2.0,6.0,4.0,3.0,1.0
5a89d1e3f35e9adfef44fc67fe9acd9e,Firefox 69.0 (Desktop),M,1969.0,2.0,7.0,1.0,3.0,1.0
e384956c34ae245c0260f36cd325c1fa,Firefox 70.0 (Desktop),K,1971.0,4.0,2.0,3.0,6.0,4.0
9e7f6dea28dab4eb92fbb37b7ad99e3d,Firefox 72.0 (Desktop),M,1949.0,4.0,4.0,1.0,5.0,2.0
d01c09ac48cb668f96b81f8fa2a82684,Chrome 78.0.3904.108 (Mobile),M,1946.0,4.0,4.0,5.0,4.0,2.0
7b54f594e86263f863530980e605faed,Chrome 79.0.3945.79 (Desktop),K,1980.0,4.0,1.0,4.0,7.0,2.0
40cdcd7d8d1191c8112d1e232e6490e1,Chrome 78.0.3904.97 (Desktop),K,1991.0,3.0,6.0,3.0,6.0,4.0
6be4dbe69d303f0806d1cb81764d60ca,Chrome 71.0.3578.99 (Mobile),K,2000.0,3.0,6.0,3.0,5.0,4.0
0f3cfdd8c6533477dd1038141ec97f8a,Firefox 71.0 (Desktop),M,1981.0,4.0,2.0,5.0,5.0,4.0
3a53431f9eff721e33b99ffaa1168032,Edge 18.18362 (Desktop),M,1942.0,4.0,1.0,5.0,8.0,2.0
269010ca0a7f7bc6285ded8834c6f438,Chrome 78.0.3904.108 (Mobile),M,1990.0,3.0,2.0,5.0,7.0,4.0
c10836c898d8ed08c6d2447b41ccb611,Chrome 77.0.3865.116 (Mobile),K,1991.0,3.0,2.0,3.0,8.0,3.0
da597482103aba0dd4942e150d37d785,Chrome 79.0.3945.79 (Desktop),M,1944.0,3.0,4.0,3.0,5.0,2.0
33243bc4907df9b22e235768518b66d1,Chrome 79.0.3945.136 (Mobile),K,1955.0,3.0,4.0,4.0,6.0,2.0
d9dc3be437a5306d7a986f2ce57ab722,Chrome 79.0.3945.79 (Desktop),K,1955.0,3.0,4.0,4.0,7.0,3.0
cc9b9cf0a3762cc881077acfc49b9f13,Firefox 71.0 (Desktop),K,1995.0,4.0,2.0,5.0,8.0,2.0
5babe897f9bbe856e0a95e50dfec7827,Chrome 78.0.3904.108 (Desktop),K,1984.0,4.0,2.0,4.0,7.0,4.0
e4282d22a000bf13ff68bfeff834c1f9,Chrome 77.0.3865.120 (Desktop),M,1955.0,3.0,4.0,4.0,4.0,1.0
16c36935c7b12cd4d1c5336b1afa867c,Firefox 72.0 (Desktop),M,1964.0,3.0,4.0,2.0,7.0,1.0
099aec952ab2682a9c49ea344c1a784f,Chrome 78.0.3904.108 (Mobile),K,1989.0,4.0,2.0,1.0,7.0,3.0
3df1c502bec4e0443fbcaa9c7b658437,Chrome 78.0.3904.108 (Desktop),K,1989.0,4.0,5.0,1.0,8.0,4.0
3f7b1ce9c3f6150aa07f6c876a4055a0,Chrome 61.0.3163.128 (Mobile),K,1993.0,3.0,2.0,1.0,9.0,2.0
f579402785a3978362f30a76f9b2daa4,Chrome 74.0.3729.157 (Mobile),K,1992.0,2.0,7.0,1.0,6.0,3.0
5415cd8141294b4b366073b311379556,Opera 63.0.3368.107 (Desktop),K,1990.0,4.0,2.0,1.0,6.0,4.0
adf6f8d52e6ee0b69e278e85344a002a,Chrome 78.0.3904.108 (Desktop),K,1979.0,4.0,2.0,1.0,5.0,4.0
12cdb493bb7bc2159aa13206cc65f647,Chrome 78.0.3904.108 (Mobile),M,1992.0,4.0,6.0,3.0,5.0,4.0
7feec284121c73da2bc0eaf860167cd9,Chrome 79.0.3945.130 (Desktop),K,1997.0,3.0,2.0,5.0,8.0,3.0
9d3048303e080d5276110d0f555dc3ef,Chrome 71.0.3578.99 (Mobile),K,2001.0,3.0,3.0,4.0,6.0,6.0
96449e8a75431db791bfe28227bc5b52,Chrome 77.0.3865.116 (Mobile),M,1972.0,3.0,4.0,3.0,7.0,4.0
4bfa607549df946cdf75898d3b5ec534,Chrome 79.0.3945.93 (Mobile),K,1900.0,3.0,5.0,4.0,5.0,2.0
4018bdaf88414ae40d408c8d82c58be6,Chrome 78.0.3904.108 (Desktop),K,1995.0,3.0,2.0,4.0,7.0,2.0
f93c91c3d0e8c4ba10260cac6b41640a,Chrome 79.0.3945.130 (Desktop),K,1985.0,4.0,2.0,1.0,6.0,1.0
a14d1ccf0ec153c109c557f2a4f7df04,Chrome 77.0.3865.92 (Mobile),K,1981.0,4.0,2.0,5.0,9.0,6.0
9c9cc9769fef197730dc47b3ca4be65d,Opera 46.0.2254.145391 (Mobile),K,1979.0,4.0,2.0,3.0,6.0,2.0
286cbf0278d333a4c6262cdb59cf2a3d,Safari 604.1 (Mobile),M,1953.0,4.0,7.0,1.0,6.0,2.0
25c97f686a01f6353be1279274f78518,Firefox 71.0 (Desktop),K,1953.0,4.0,4.0,3.0,6.0,1.0
c7014e52a111ebf54230960f8a8d4469,Chrome 78.0.3904.108 (Desktop),K,1996.0,3.0,3.0,2.0,2.0,3.0
e29c9edab6de85d5089ae42c380fc225,Chrome 79.0.3945.130 (Desktop),K,1996.0,3.0,2.0,1.0,7.0,4.0
3d7eacf3b565add6530bbfe1f710fdb6,Chrome 78.0.3904.108 (Mobile),K,1987.0,3.0,5.0,1.0,7.0,3.0
f12116cc7b78ce2487bfd00461123718,Chrome 78.0.3904.108 (Desktop),M,1969.0,4.0,2.0,1.0,8.0,5.0
540cf85df708dfd1e540acbf72aecc5e,Chrome 78.0.3904.108 (Mobile),K,2003.0,3.0,3.0,3.0,9.0,4.0
8eba93cdb803f12e11991e9b4eea58d7,Chrome 80.0.3987.87 (Desktop),M,1971.0,3.0,2.0,4.0,4.0,1.0
6d0aade8bb5e8d5d61a28afa881527b0,Firefox 72.0 (Desktop),K,1985.0,4.0,2.0,4.0,3.0,3.0
4b3114287c715b7e6151fe711b0d74f0,Chrome 57.21.2987.98 (Desktop),M,1954.0,3.0,4.0,3.0,9.0,3.0
bfe725e84c3e6a98fcc925b0cd77cfa4,Safari 604.1 (Mobile),K,1978.0,4.0,2.0,1.0,7.0,5.0
061dbb8f54da367c48a931ad04eeaf44,Edge 18.18362 (Desktop),M,1979.0,4.0,1.0,1.0,4.0,6.0
32438cccdd31b6f264fdefb1921bfc4c,Chrome 78.0.3904.108 (Desktop),K,1981.0,4.0,2.0,4.0,9.0,2.0
3a29c78f3fb6f5ac4c9a877ab518796a,Chrome 79.0.3945.130 (Desktop),M,2001.0,3.0,6.0,1.0,3.0,3.0
4caa3b90281ef11e52827b5da09fae8f,Firefox 52.0 (Desktop),M,1946.0,3.0,4.0,4.0,7.0,2.0
72d59f59589cc5574f87af9ad916d3ca,Opera 65.0.3467.62 (Desktop),K,1989.0,4.0,6.0,3.0,3.0,4.0
33c0a56624b8df0f25faadb6052438dd,Chrome 74.0.3729.157 (Mobile),K,1992.0,3.0,2.0,1.0,5.0,5.0
1f4ffc4d520e81f32941aa41585a1e2b,Firefox 71.0 (Desktop),M,1972.0,2.0,2.0,4.0,10.0,4.0
c86fc7f405ea17741a3b62e55e04fd49,Chrome 78.0.3904.108 (Desktop),M,1975.0,3.0,4.0,1.0,4.0,4.0
eb9f806a73134f50b15c2c39c41050d2,Chrome 79.0.3945.136 (Mobile),K,1989.0,2.0,5.0,4.0,7.0,6.0
2f8a4d29f0cec4d68435243fd24175df,Chrome 78.0.3904.108 (Mobile),K,1981.0,4.0,2.0,1.0,7.0,4.0
5361f49e753e3696cb7c1cf38a27fcda,Chrome 78.0.3904.108 (Desktop),K,1985.0,2.0,2.0,4.0,6.0,4.0
a1b66fcf5ab7252d92b7bbb8c89417e7,Chrome 76.0.3809.100 (Desktop),K,1963.0,3.0,2.0,4.0,7.0,1.0
27c2983e4273781e8d126a39ab220403,Firefox 72.0 (Desktop),M,1961.0,4.0,2.0,5.0,7.0,2.0
929311a1eea35b432d5e14b49a192ea9,Chrome 79.0.3945.130 (Desktop),M,1974.0,4.0,3.0,4.0,8.0,2.0
bf8066971103ac2cfa4fbd0dddf04c9b,Chrome 78.0.3904.108 (Desktop),K,1968.0,4.0,7.0,1.0,5.0,4.0
9ba72c237a9a391bb9b58f2efd12956f,Chrome 78.0.3904.108 (Desktop),K,1995.0,4.0,2.0,2.0,5.0,1.0
62555c9fb908fcd1193986be80232fca,Chrome 79.0.3945.136 (Mobile),M,1973.0,4.0,2.0,1.0,5.0,3.0
4a4345dab53143998e60db3c80e3598d,Safari 604.1 (Mobile),K,1995.0,4.0,2.0,4.0,7.0,2.0
9d0bdf87380a339c1b566b03b939bb7a,Chrome 77.0.3865.90 (Desktop),K,1963.0,3.0,2.0,3.0,8.0,2.0
6ea09828547e978e6201eb54075224f5,Edge 18.17763 (Desktop),K,1994.0,3.0,1.0,1.0,7.0,2.0
8a01b9c9d61394bfd7a39125c12f3f06,Chrome 80.0.3987.87 (Mobile),K,2001.0,1.0,3.0,2.0,6.0,3.0
9ba1ecdd95f5e91f3b3102728ed368cc,Chrome 78.0.3904.108 (Desktop),M,1972.0,2.0,2.0,1.0,6.0,3.0
86b2dd7eb6a03ef8f1cc269878612616,Chrome 71.0.3578.99 (Mobile),K,1900.0,3.0,5.0,5.0,4.0,5.0
e2afe3c5555a2d9f0354e5a0775a7613,Chrome 79.0.3945.130 (Desktop),K,1996.0,4.0,3.0,4.0,4.0,1.0
c4f7719306474e289cd6c5c70f03446c,Opera 65.0.3467.56 (Desktop),K,1996.0,4.0,2.0,1.0,6.0,5.0
be19fb49cd48dc678f7e559684ffa420,Chrome 78.0.3904.108 (Desktop),K,1978.0,4.0,2.0,1.0,7.0,3.0
41c867347ea744b25f1a86f1f60bb0ce,Chrome 79.0.3945.79 (Mobile),K,1997.0,3.0,2.0,3.0,7.0,4.0
de4926fc03fe931e812d1ec5fc4e35a8,Chrome 78.0.3904.108 (Desktop),M,1959.0,4.0,2.0,5.0,6.0,4.0
31736771e2ebe77a2db7bfff5d4a1df0,Chrome 80.0.3987.87 (Mobile),K,1996.0,3.0,3.0,1.0,8.0,4.0
e179819143f246a69b31614fe81bc372,Chrome 79.0.3945.130 (Desktop),K,1969.0,4.0,7.0,1.0,7.0,4.0
cf9c166609cf3daad7e848d6c016fd40,Chrome 79.0.3945.79 (Mobile),K,1998.0,3.0,5.0,2.0,6.0,3.0
62e0ec16f55ef3b1ebe54578482bb57f,Chrome 78.0.3904.108 (Mobile),K,1975.0,3.0,2.0,2.0,7.0,3.0
e828569043d2b3423f04bfc7069cd0d1,Opera 65.0.3467.48 (Desktop),K,2000.0,1.0,3.0,3.0,9.0,3.0
969d968f3cc7ccfac30713f8e06d3d49,Chrome 79.0.3945.136 (Mobile),M,1998.0,2.0,2.0,5.0,6.0,2.0
a712e8e7a740bbda098b33ea6c19ba16,Chrome 78.0.3904.108 (Desktop),M,1987.0,4.0,2.0,1.0,7.0,2.0
ea6fe6bd0f7cb4a71b7cc699c7663a7b,Opera 65.0.3467.62 (Desktop),M,1975.0,3.0,2.0,1.0,1.0,1.0
20de0a91235e97e0fb8db0bad5a2bf2d,Chrome 80.0.3987.99 (Mobile),K,1977.0,2.0,2.0,5.0,7.0,4.0
f579402785a3978362f30a76f9b2daa4,Chrome 74.0.3729.157 (Mobile),K,1992.0,2.0,7.0,1.0,6.0,3.0
33e39875ea5e5ba8a861d30ef507dcca,Chrome 77.0.3865.120 (Desktop),K,1955.0,3.0,2.0,5.0,9.0,2.0
9cce80a86a50b2b3d47f3854952a9138,Firefox 72.0 (Desktop),M,1956.0,4.0,2.0,4.0,6.0,2.0
7ac5144059f3058696af7c1e58ad1f1b,Safari 604.1 (Mobile),K,2002.0,1.0,3.0,1.0,3.0,6.0
6669c9b0d276b371b189d4c20ec3446e,Chrome 71.0.3578.99 (Mobile),M,1971.0,4.0,2.0,4.0,6.0,4.0
5638fac5af3e2e584c9d31f14fa1b444,Chrome 79.0.3945.130 (Desktop),K,1976.0,3.0,2.0,4.0,6.0,2.0
717ab2d21ce5da41f0c10fb90cf3cc9d,Edge 18.17763 (Desktop),M,1955.0,3.0,4.0,4.0,6.0,2.0
2375c2827b3a0043e556b2aaf15dba2c,Chrome 77.0.3865.90 (Desktop),K,1993.0,3.0,6.0,1.0,4.0,3.0
ac2077d64ddc3c7789eb16e71f07d6ed,Chrome 75.0.3770.142 (Desktop),K,1900.0,3.0,7.0,1.0,1.0,1.0
d8154f6979d0d19a5ca574817c80ce78,Chrome 78.0.3904.108 (Desktop),M,1996.0,4.0,1.0,5.0,10.0,2.0
903f815f70de29f809046e77036d0d42,Chrome 79.0.3945.79 (Mobile),K,1986.0,3.0,2.0,5.0,6.0,4.0
32a200bcc6d32f347afe0c0d74d3c3fb,Chrome 79.0.3945.130 (Desktop),K,1969.0,3.0,2.0,1.0,3.0,2.0
f4b84321ec6142016f01d8a358d40ae3,Chrome 77.0.3865.90 (Desktop),K,1945.0,3.0,2.0,3.0,7.0,3.0
a9d30fd769756f4e6e3496ae4b57a3cb,Chrome 77.0.3865.120 (Desktop),M,1989.0,1.0,2.0,1.0,1.0,4.0
1755ab04992a682d4240a3134e37c89f,Chrome 74.0.3729.136 (Mobile),K,1998.0,3.0,3.0,5.0,7.0,2.0
c2c833cd9aa9cb1aa1495fc0fd20e9f3,Firefox 70.0 (Desktop),K,1980.0,4.0,2.0,1.0,6.0,4.0
02da30de64d7b34350e678d62a8884b4,Chrome 79.0.3945.79 (Desktop),K,1984.0,3.0,2.0,5.0,8.0,3.0
f2fd6ca81cab15c52398d696202e881c,Chrome 71.0.3578.141 (Mobile),K,2002.0,1.0,3.0,1.0,6.0,5.0
0a809d7c0c357891af29fe584fffcca7,Chrome 80.0.3987.99 (Mobile),K,2000.0,2.0,2.0,2.0,5.0,3.0
9c6715e1eae66ccaa1040a329a4071c1,Edge 18.18362 (Desktop),M,1961.0,4.0,1.0,4.0,6.0,2.0
76105fbcc31f1233102a4c5186273416,Chrome 78.0.3904.108 (Mobile),K,1983.0,4.0,2.0,3.0,7.0,3.0
074eb8174251f1f821071e517e578cee,Chrome 80.0.3987.99 (Mobile),K,1997.0,3.0,2.0,3.0,9.0,5.0
9c2e6e21819efb765b70eb1cdba824e5,Firefox 72.0 (Desktop),M,1962.0,3.0,2.0,5.0,8.0,2.0
fd9e756a8de00f6ba6947b97a82c4fcf,Chrome 79.0.3945.79 (Mobile),K,1984.0,3.0,7.0,5.0,8.0,2.0
88954c9b3557cc08bef3b9cd1dcc2c89,Edge 18.18362 (Desktop),M,1954.0,3.0,4.0,1.0,6.0,6.0
d023ebec1ecfb175ac5ee9c8afc45fb5,Chrome 68.0.3440.91 (Mobile),K,2002.0,1.0,3.0,2.0,4.0,4.0
bac4adf009a7c22bb051eb6b60d6329f,Chrome 79.0.3945.79 (Desktop),K,1991.0,4.0,2.0,5.0,10.0,2.0
2894b891ab10a3c6f05937dd10759e2f,Chrome 78.0.3904.108 (Desktop),M,1991.0,4.0,2.0,1.0,5.0,2.0
100a72d1d9ac9f1c5548ab3561fce758,Chrome 78.0.3904.108 (Mobile),K,1987.0,4.0,2.0,3.0,6.0,2.0
1db67b4bd5c905c7adf13c50d577468b,Chrome 79.0.3945.79 (Desktop),K,1991.0,4.0,5.0,5.0,3.0,3.0
bd3c765ce5119fe06d01b8f5d3dd71e8,Firefox 71.0 (Desktop),K,1991.0,4.0,2.0,2.0,6.0,3.0
b22fb58b87273d928d7ff47e39a932fb,Firefox 71.0 (Desktop),K,1955.0,3.0,4.0,5.0,6.0,1.0
2ef127d193ee149acea9aa7f203ea27f,Chrome 79.0.3945.93 (Mobile),K,1993.0,4.0,2.0,1.0,5.0,6.0
521784ea8ff1509cb14dd07d849d9ab2,Chrome 74.0.3729.157 (Mobile),K,1993.0,2.0,2.0,1.0,6.0,2.0
cd3caf55ccd757076a4f5b93a6e5f688,Chrome 71.0.3578.99 (Mobile),K,1991.0,4.0,5.0,3.0,6.0,3.0
77be3ece818b1a95d16c06ae819563e5,Chrome 79.0.3945.130 (Desktop),M,1987.0,4.0,2.0,5.0,8.0,1.0
3f248a4eb5c704a19ddd066ebdeb38cf,Chrome 78.0.3904.108 (Mobile),K,1993.0,2.0,7.0,4.0,6.0,6.0
0d0a94e5801b71edd032a1dece23b2e9,Firefox 71.0 (Desktop),M,1984.0,3.0,2.0,1.0,3.0,3.0
fd990e2b7076f9506f132ae7baaf9fc3,Firefox 72.0 (Desktop),K,1977.0,2.0,6.0,2.0,7.0,3.0
56ed406441b3a0767927f8f54425c05d,Chrome 78.0.3904.108 (Desktop),K,1967.0,4.0,2.0,1.0,8.0,3.0
b1771ec8099a425b88a31f596aebe38f,Opera 66.0.3515.44 (Desktop),M,1977.0,4.0,2.0,3.0,7.0,4.0
67c3d49f64684d6ac0ab54f3f8f6b7cd,Firefox 69.0 (Desktop),M,1959.0,4.0,2.0,5.0,5.0,2.0
bc5dfcf75615fab5d70419e0fb3a1a55,Chrome 74.0.3729.136 (Mobile),K,1987.0,3.0,5.0,1.0,6.0,6.0
79efd589d6ad339c0fdaea3237c7ca02,Chrome 77.0.3865.120 (Desktop),K,1964.0,2.0,2.0,1.0,6.0,2.0
fdc5cbfb6da0314f506f290fa997b66e,Chrome 79.0.3945.130 (Desktop),M,1989.0,4.0,2.0,5.0,7.0,2.0
ce88bc7fe842ceb4fcfa2372730bc4c2,Chrome 78.0.3904.108 (Mobile),K,1999.0,3.0,3.0,2.0,8.0,3.0
215d36fcabe5505ff82958b913d1f6c8,Chrome 78.0.3904.108 (Desktop),K,1987.0,4.0,2.0,4.0,7.0,6.0
da36839a479df9f5229d8bca8ed1eda8,Chrome 71.0.3578.99 (Mobile),M,1978.0,4.0,2.0,4.0,8.0,4.0
d883caf3399cb88b3944fbb0b3c8bf7f,Chrome 78.0.3904.108 (Desktop),K,1967.0,4.0,2.0,1.0,5.0,5.0
ff2fcab7e4ae99b80513db60eeef0528,Chrome 78.0.3904.108 (Mobile),M,2000.0,1.0,6.0,5.0,9.0,5.0
a5764f3258d06bce1174c2dea89245af,Opera 65.0.3467.62 (Desktop),M,1987.0,3.0,2.0,3.0,7.0,4.0
0285c14ca827fb51b9a119c2bd62b4f9,Chrome 80.0.3987.99 (Mobile),M,1994.0,3.0,3.0,4.0,3.0,3.0
721626be4199dfc26108f95e7970c580,Chrome 80.0.3987.117 (Mobile),M,1900.0,1.0,7.0,1.0,6.0,2.0
337efc187aa2122b0a3c5db4aa1a15ed,Chrome 78.0.3904.108 (Tablet),K,1979.0,4.0,2.0,4.0,8.0,1.0
117b2bcdbcd15ccf613f3d2e45aa83a9,Chrome 80.0.3987.100 (Desktop),K,1965.0,3.0,7.0,4.0,5.0,5.0
1765f844dfeffadb4c2c964198e5e73e,Chrome 79.0.3945.79 (Mobile),K,1982.0,3.0,2.0,1.0,6.0,4.0
bea38631ed2bafe5f984965601d56e12,Safari 604.1 (Mobile),K,1996.0,4.0,2.0,1.0,7.0,4.0
2e5bd7256c23e43ebbd3f89621b97ea6,Safari 604.1 (Tablet),K,1958.0,4.0,2.0,5.0,8.0,2.0
86601cdb99d9a49c0978176024c11588,Firefox 72.0 (Desktop),M,1945.0,4.0,4.0,3.0,6.0,2.0
21cd0d90e801c08510b39319377476d9,Firefox 70.0 (Desktop),M,1951.0,4.0,2.0,3.0,7.0,2.0
f1f6eaceedb42ec257fd0a7c2f0a8947,Chrome 78.0.3904.108 (Mobile),K,1999.0,1.0,2.0,3.0,9.0,3.0
2b28d517096f2f3f1f348ac34217d620,Chrome 78.0.3904.108 (Mobile),M,1994.0,3.0,2.0,1.0,4.0,4.0
3cc1bf31c34e5259d64f96fe4fa38f77,Chrome 78.0.3904.108 (Mobile),K,1994.0,3.0,5.0,1.0,1.0,5.0
7425f1c0a84d8175a27ba59c356f7ce1,Safari 604.1 (Mobile),K,1990.0,3.0,2.0,1.0,7.0,3.0
7f1d22d4512dba8acbb1931a5d6bb33f,Chrome 71.0.3578.99 (Mobile),K,1962.0,4.0,2.0,4.0,8.0,3.0
4e5fb4ee0456709523b7505e33702c1c,Firefox 70.0 (Desktop),K,1954.0,3.0,2.0,5.0,6.0,1.0
50a48ac0c1c5084db701b1d0e9d67a59,Chrome 77.0.3865.90 (Desktop),M,1986.0,4.0,2.0,3.0,8.0,4.0
0f4e68b00653bf67bbc314e12a486316,Opera 55.1.2719.50626 (Mobile),K,1985.0,4.0,2.0,2.0,7.0,2.0
4d1e7c20580c9436718a2e53b7357cd5,Opera 66.0.3515.72 (Desktop),M,2001.0,3.0,3.0,1.0,9.0,3.0
2bf7e92dfef63ca2427f5f77b029958e,Chrome 72.0.3626.96 (Mobile),K,2000.0,3.0,3.0,1.0,6.0,4.0
32ac552053e254e038a665113110c6f6,Firefox 72.0 (Desktop),K,1972.0,2.0,2.0,4.0,3.0,3.0
f82d6bea9f296eb9541e61b03d47301c,Chrome 78.0.3904.108 (Mobile),K,2002.0,1.0,3.0,3.0,7.0,4.0
7b944f7c06c39c13eb8d27c7251fc7c3,Firefox 69.0 (Desktop),M,1963.0,4.0,6.0,4.0,8.0,5.0
755a635dcdea10283ff3dd3c1f582aed,Chrome 79.0.3945.79 (Desktop),K,2002.0,1.0,3.0,1.0,4.0,5.0
858070cec6816f669a85369b7650c3be,Edge 17.17134 (Desktop),K,1960.0,3.0,4.0,3.0,5.0,3.0
f82c6b92c51503708ada1a17afcb4d39,Chrome 78.0.3904.97 (Desktop),K,2000.0,3.0,3.0,1.0,3.0,5.0
aabaaffe3c37c9c392ee7f51866772b3,Edge 18.18362 (Desktop),K,1969.0,3.0,6.0,1.0,6.0,3.0
2aa1f439e17ed5cc83d89e9b44b3f572,Firefox 71.0 (Desktop),K,1983.0,4.0,2.0,4.0,8.0,2.0
88b792c79fdc25b5ff63396f5f9f5017,Generic  (Desktop),M,1981.0,2.0,6.0,2.0,3.0,2.0
27c2983e4273781e8d126a39ab220403,Firefox 72.0 (Desktop),M,1961.0,4.0,2.0,5.0,7.0,2.0
cd13109d03e08c9c27181f5c00c85472,Chrome 79.0.3945.130 (Desktop),K,2000.0,3.0,3.0,5.0,8.0,5.0
2036373cd3e229a1b909c5df5e014097,Chrome 78.0.3904.108 (Mobile),K,1992.0,4.0,2.0,4.0,5.0,1.0
9a03ccaf9c3e94cee3737dbd45dbe8b2,Firefox 52.0 (Desktop),M,1968.0,2.0,6.0,4.0,1.0,1.0
80963a535381334f50307a37bc49bf37,Chrome 79.0.3945.130 (Desktop),M,1953.0,3.0,4.0,3.0,6.0,2.0
4def9b669c3f85ac0b85ccf93fd55f0b,Chrome 78.0.3904.108 (Mobile),K,1990.0,4.0,5.0,5.0,6.0,3.0
022aabbe8e818a4b2b800c57a3e39bfd,Firefox 66.0 (Mobile),K,1993.0,4.0,2.0,5.0,8.0,3.0
33e677505f2094975a002ac5c2aa3ef2,Chrome 78.0.3904.108 (Desktop),K,1960.0,4.0,2.0,1.0,3.0,3.0
deabc6634654f1f3214e201b4f505a44,Chrome 78.0.3904.108 (Mobile),K,1966.0,2.0,2.0,1.0,5.0,4.0
6ef3f9dcd99d7cb63c03bdf7b2e291cd,Opera 64.0.3417.92 (Desktop),K,1998.0,3.0,6.0,3.0,6.0,2.0
100a72d1d9ac9f1c5548ab3561fce758,Chrome 78.0.3904.108 (Mobile),K,1987.0,4.0,2.0,3.0,6.0,2.0
9736610f6f3b1ba48bfbf58eedfb4218,Chrome 78.0.3904.108 (Mobile),K,1996.0,4.0,2.0,4.0,6.0,2.0
4148e6c3d92f44e33a5a56e7cb3bb337,Chrome 78.0.3904.108 (Desktop),M,2003.0,1.0,3.0,3.0,1.0,3.0
b1f5af61ed5579f6ba497f5b3bfee19e,Chrome 78.0.3904.108 (Desktop),M,1949.0,4.0,4.0,1.0,7.0,2.0
40540a2e55121632ea589edc74b90c59,Chrome 79.0.3945.117 (Desktop),K,1997.0,3.0,3.0,1.0,3.0,4.0
42880c23a2a8f89e3a817561b46ab764,Chrome 77.0.3865.116 (Mobile),K,1995.0,4.0,2.0,1.0,6.0,6.0
853152a20cf2730ac85b960481255232,Chrome 71.0.3578.98 (Desktop),K,1974.0,3.0,2.0,1.0,7.0,5.0
c6997aa3e744f9c6d89d3f03ad4fdc6e,Chrome 78.0.3904.108 (Desktop),M,1992.0,4.0,2.0,1.0,8.0,2.0
3ba183800dd514e37805d66e733bbaed,Chrome 79.0.3945.136 (Mobile),K,1983.0,4.0,2.0,3.0,7.0,4.0
9235195d62866887826e332ad4569112,Chrome 79.0.3945.130 (Desktop),K,1985.0,3.0,2.0,1.0,7.0,1.0
c78e3d546662d027d781fcd03b2291d6,Chrome 78.0.3904.108 (Mobile),K,1978.0,4.0,5.0,3.0,6.0,5.0
390c853a364192333abb00054392277c,Chrome 78.0.3904.108 (Desktop),K,1995.0,4.0,2.0,4.0,7.0,1.0
5804c7f374d1df38e7529f09372a734d,Chrome 78.0.3904.108 (Mobile),K,1981.0,3.0,2.0,5.0,7.0,2.0
eaa31f5ecd818ca74332affad00ff8b8,Firefox 70.0 (Desktop),M,1989.0,3.0,2.0,1.0,9.0,4.0
e436501d54802198f8b87571b51fba80,Chrome 74.0.3729.157 (Mobile),K,1975.0,3.0,2.0,1.0,4.0,2.0
2ea2b14c1c6abbe1511ca599ee73fb28,Chrome 78.0.3904.108 (Desktop),K,1983.0,4.0,2.0,5.0,7.0,3.0
c040ef30ac86cbbc7135613565c69332,Chrome 78.0.3904.108 (Desktop),K,1993.0,4.0,2.0,1.0,8.0,2.0
6db43c3330157b2af04d662a448da76c,Firefox 71.0 (Desktop),K,1994.0,4.0,2.0,1.0,8.0,3.0
91505c0cb704f02f1702fff715cee63a,Chrome 80.0.3987.87 (Mobile),M,1999.0,3.0,2.0,1.0,10.0,3.0
c510324ad0433ef2a50a8875d57efa44,Generic  (Desktop),M,1946.0,4.0,4.0,1.0,7.0,2.0
0a321403766e7bab7a10a216e5c3bff4,Firefox 70.0 (Desktop),K,1974.0,3.0,1.0,1.0,1.0,4.0
f91bfdfcf3b4ec1a957042a233db3f26,Chrome 78.0.3904.108 (Mobile),K,2000.0,3.0,2.0,4.0,6.0,1.0
e4d1712a20f932664fe5013fab20ec8f,Chrome 79.0.3945.130 (Desktop),M,1967.0,3.0,1.0,3.0,6.0,3.0
36553fa2e38fc9000525e87d0fb87902,Chrome 71.0.3578.141 (Mobile),K,1991.0,3.0,2.0,4.0,8.0,3.0
36f2c5f0f5cbe98900c08a4baeb0c6b6,Firefox 71.0 (Desktop),M,1999.0,3.0,2.0,4.0,8.0,1.0
1e9daf60772038ba902d56c658926c14,Chrome 71.0.3578.99 (Mobile),M,1976.0,4.0,2.0,4.0,7.0,4.0
17ed33ee461721b5f6cb86a7cc4d25ad,Chrome 77.0.3865.90 (Desktop),K,1989.0,3.0,2.0,2.0,4.0,3.0
a305cb0f1038e28225b447b4d130e003,Chrome 78.0.3904.108 (Desktop),K,1952.0,3.0,4.0,2.0,4.0,2.0
ed7c0831beba6d712c5048da516b34ab,Chrome 77.0.3865.92 (Mobile),K,1998.0,2.0,2.0,4.0,6.0,3.0
dd7bd90353ab96b9e7589485b3ee6ae3,Chrome 79.0.3945.117 (Desktop),K,1986.0,4.0,2.0,3.0,8.0,3.0
d19d7cd7755007dd144bc684fbb19a14,Chrome 78.0.3904.108 (Desktop),M,1971.0,3.0,7.0,4.0,5.0,2.0
635b4900525fd8efd33ac72780705343,Firefox 68.0 (Desktop),K,1985.0,4.0,5.0,1.0,7.0,6.0
